arch type  mix	threads	ms	ops	
AMD EBS	25-75	10	571	5000000
AMD EBS	25-75	10	593	5000000
AMD EBS	25-75	10	603	5000000
AMD EBS	25-75	10	588	5000000
AMD EBS	25-75	10	558	5000000
AMD EBS	25-75	11	560	5000000
AMD EBS	25-75	11	565	5000000
AMD EBS	25-75	11	585	5000000
AMD EBS	25-75	11	618	5000000
AMD EBS	25-75	11	614	5000000
AMD EBS	25-75	11	590	5000000
AMD EBS	25-75	11	543	5000000
AMD EBS	25-75	11	567	5000000
AMD EBS	25-75	11	622	5000000
AMD EBS	25-75	11	603	5000000
AMD EBS	25-75	12	616	5000000
AMD EBS	25-75	12	597	5000000
AMD EBS	25-75	12	590	5000000
AMD EBS	25-75	12	595	5000000
AMD EBS	25-75	12	590	5000000
AMD EBS	25-75	12	620	5000000
AMD EBS	25-75	12	609	5000000
AMD EBS	25-75	12	613	5000000
AMD EBS	25-75	12	597	5000000
AMD EBS	25-75	12	602	5000000
AMD EBS	25-75	13	625	5000000
AMD EBS	25-75	13	630	5000000
AMD EBS	25-75	13	634	5000000
AMD EBS	25-75	13	630	5000000
AMD EBS	25-75	13	620	5000000
AMD EBS	25-75	13	618	5000000
AMD EBS	25-75	13	628	5000000
AMD EBS	25-75	13	631	5000000
AMD EBS	25-75	13	606	5000000
AMD EBS	25-75	13	631	5000000
AMD EBS	25-75	14	634	5000000
AMD EBS	25-75	14	635	5000000
AMD EBS	25-75	14	640	5000000
AMD EBS	25-75	14	638	5000000
AMD EBS	25-75	14	633	5000000
AMD EBS	25-75	14	632	5000000
AMD EBS	25-75	14	639	5000000
AMD EBS	25-75	14	642	5000000
AMD EBS	25-75	14	630	5000000
AMD EBS	25-75	14	640	5000000
AMD EBS	25-75	15	646	5000000
AMD EBS	25-75	15	642	5000000
AMD EBS	25-75	15	638	5000000
AMD EBS	25-75	15	647	5000000
AMD EBS	25-75	15	646	5000000
AMD EBS	25-75	15	643	5000000
AMD EBS	25-75	15	645	5000000
AMD EBS	25-75	15	645	5000000
AMD EBS	25-75	15	640	5000000
AMD EBS	25-75	15	643	5000000
AMD EBS	25-75	16	646	5000000
AMD EBS	25-75	16	649	5000000
AMD EBS	25-75	16	653	5000000
AMD EBS	25-75	16	649	5000000
AMD EBS	25-75	16	651	5000000
AMD EBS	25-75	16	645	5000000
AMD EBS	25-75	16	642	5000000
AMD EBS	25-75	16	650	5000000
AMD EBS	25-75	16	646	5000000
AMD EBS	25-75	16	648	5000000
AMD EBS	25-75	17	651	5000000
AMD EBS	25-75	17	647	5000000
AMD EBS	25-75	17	653	5000000
AMD EBS	25-75	17	649	5000000
AMD EBS	25-75	17	649	5000000
AMD EBS	25-75	17	653	5000000
AMD EBS	25-75	17	656	5000000
AMD EBS	25-75	17	647	5000000
AMD EBS	25-75	17	646	5000000
AMD EBS	25-75	17	656	5000000
AMD EBS	25-75	18	646	5000000
AMD EBS	25-75	18	645	5000000
AMD EBS	25-75	18	645	5000000
AMD EBS	25-75	18	643	5000000
AMD EBS	25-75	18	654	5000000
AMD EBS	25-75	18	645	5000000
AMD EBS	25-75	18	653	5000000
AMD EBS	25-75	18	650	5000000
AMD EBS	25-75	18	643	5000000
AMD EBS	25-75	18	641	5000000
AMD EBS	25-75	19	650	5000000
AMD EBS	25-75	19	651	5000000
AMD EBS	25-75	19	643	5000000
AMD EBS	25-75	19	650	5000000
AMD EBS	25-75	19	647	5000000
AMD EBS	25-75	19	641	5000000
AMD EBS	25-75	19	648	5000000
AMD EBS	25-75	19	647	5000000
AMD EBS	25-75	19	647	5000000
AMD EBS	25-75	19	641	5000000
AMD EBS	25-75	20	644	5000000
AMD EBS	25-75	20	648	5000000
AMD EBS	25-75	20	652	5000000
AMD EBS	25-75	20	642	5000000
AMD EBS	25-75	20	649	5000000
AMD EBS	25-75	20	644	5000000
AMD EBS	25-75	20	642	5000000
AMD EBS	25-75	20	648	5000000
AMD EBS	25-75	20	645	5000000
AMD EBS	25-75	20	642	5000000
AMD EBS	25-75	21	645	5000000
AMD EBS	25-75	21	641	5000000
AMD EBS	25-75	21	644	5000000
AMD EBS	25-75	21	647	5000000
AMD EBS	25-75	21	644	5000000
AMD EBS	25-75	21	644	5000000
AMD EBS	25-75	21	644	5000000
AMD EBS	25-75	21	642	5000000
AMD EBS	25-75	21	645	5000000
AMD EBS	25-75	21	646	5000000
AMD EBS	25-75	22	643	5000000
AMD EBS	25-75	22	642	5000000
AMD EBS	25-75	22	640	5000000
AMD EBS	25-75	22	645	5000000
AMD EBS	25-75	22	644	5000000
AMD EBS	25-75	22	645	5000000
AMD EBS	25-75	22	645	5000000
AMD EBS	25-75	22	643	5000000
AMD EBS	25-75	22	642	5000000
AMD EBS	25-75	22	647	5000000
AMD EBS	25-75	23	643	5000000
AMD EBS	25-75	23	658	5000000
AMD EBS	25-75	23	648	5000000
AMD EBS	25-75	23	643	5000000
AMD EBS	25-75	23	649	5000000
AMD EBS	25-75	23	647	5000000
AMD EBS	25-75	23	647	5000000
AMD EBS	25-75	23	645	5000000
AMD EBS	25-75	23	650	5000000
AMD EBS	25-75	23	643	5000000
AMD EBS	25-75	24	644	5000000
AMD EBS	25-75	24	643	5000000
AMD EBS	25-75	24	646	5000000
AMD EBS	25-75	24	643	5000000
AMD EBS	25-75	24	645	5000000
AMD EBS	25-75	24	645	5000000
AMD EBS	25-75	24	662	5000000
AMD EBS	25-75	24	651	5000000
AMD EBS	25-75	24	655	5000000
AMD EBS	25-75	24	645	5000000
AMD EBS	25-75	25	643	5000000
AMD EBS	25-75	25	666	5000000
AMD EBS	25-75	25	646	5000000
AMD EBS	25-75	25	650	5000000
AMD EBS	25-75	25	650	5000000
AMD EBS	25-75	25	649	5000000
AMD EBS	25-75	25	647	5000000
AMD EBS	25-75	25	657	5000000
AMD EBS	25-75	25	657	5000000
AMD EBS	25-75	25	649	5000000
AMD EBS	25-75	26	652	5000000
AMD EBS	25-75	26	651	5000000
AMD EBS	25-75	26	650	5000000
AMD EBS	25-75	26	658	5000000
AMD EBS	25-75	26	650	5000000
AMD EBS	25-75	26	653	5000000
AMD EBS	25-75	26	657	5000000
AMD EBS	25-75	26	661	5000000
AMD EBS	25-75	26	656	5000000
AMD EBS	25-75	26	656	5000000
AMD EBS	25-75	27	656	5000000
AMD EBS	25-75	27	656	5000000
AMD EBS	25-75	27	665	5000000
AMD EBS	25-75	27	659	5000000
AMD EBS	25-75	27	661	5000000
AMD EBS	25-75	27	652	5000000
AMD EBS	25-75	27	649	5000000
AMD EBS	25-75	27	659	5000000
AMD EBS	25-75	27	675	5000000
AMD EBS	25-75	27	666	5000000
AMD EBS	25-75	28	663	5000000
AMD EBS	25-75	28	661	5000000
AMD EBS	25-75	28	651	5000000
AMD EBS	25-75	28	663	5000000
AMD EBS	25-75	28	658	5000000
AMD EBS	25-75	28	653	5000000
AMD EBS	25-75	28	656	5000000
AMD EBS	25-75	28	687	5000000
AMD EBS	25-75	28	662	5000000
AMD EBS	25-75	28	650	5000000
AMD EBS	25-75	29	659	5000000
AMD EBS	25-75	29	658	5000000
AMD EBS	25-75	29	664	5000000
AMD EBS	25-75	29	667	5000000
AMD EBS	25-75	29	652	5000000
AMD EBS	25-75	29	668	5000000
AMD EBS	25-75	29	667	5000000
AMD EBS	25-75	29	671	5000000
AMD EBS	25-75	29	678	5000000
AMD EBS	25-75	29	670	5000000
AMD EBS	25-75	30	670	5000000
AMD EBS	25-75	30	665	5000000
AMD EBS	25-75	30	686	5000000
AMD EBS	25-75	30	674	5000000
AMD EBS	25-75	30	666	5000000
AMD EBS	25-75	30	655	5000000
AMD EBS	25-75	30	699	5000000
AMD EBS	25-75	30	662	5000000
AMD EBS	25-75	30	680	5000000
AMD EBS	25-75	30	667	5000000
AMD EBS	25-75	31	667	5000000
AMD EBS	25-75	31	688	5000000
AMD EBS	25-75	31	668	5000000
AMD EBS	25-75	31	674	5000000
AMD EBS	25-75	31	667	5000000
AMD EBS	25-75	31	684	5000000
AMD EBS	25-75	31	672	5000000
AMD EBS	25-75	31	658	5000000
AMD EBS	25-75	31	674	5000000
AMD EBS	25-75	31	667	5000000
AMD EBS	25-75	32	678	5000000
AMD EBS	25-75	32	680	5000000
AMD EBS	25-75	32	687	5000000
AMD EBS	25-75	32	674	5000000
AMD EBS	25-75	32	682	5000000
AMD EBS	25-75	32	670	5000000
AMD EBS	25-75	32	680	5000000
AMD EBS	25-75	32	691	5000000
AMD EBS	25-75	32	688	5000000
AMD EBS	25-75	32	682	5000000
AMD EBS	25-75	33	688	5000000
AMD EBS	25-75	33	680	5000000
AMD EBS	25-75	33	679	5000000
AMD EBS	25-75	33	672	5000000
AMD EBS	25-75	33	674	5000000
AMD EBS	25-75	33	679	5000000
AMD EBS	25-75	33	684	5000000
AMD EBS	25-75	33	692	5000000
AMD EBS	25-75	33	672	5000000
AMD EBS	25-75	33	681	5000000
AMD EBS	25-75	34	702	5000000
AMD EBS	25-75	34	692	5000000
AMD EBS	25-75	34	682	5000000
AMD EBS	25-75	34	684	5000000
AMD EBS	25-75	34	706	5000000
AMD EBS	25-75	34	690	5000000
AMD EBS	25-75	34	687	5000000
AMD EBS	25-75	34	677	5000000
AMD EBS	25-75	34	686	5000000
AMD EBS	25-75	34	694	5000000
AMD EBS	25-75	35	681	5000000
AMD EBS	25-75	35	688	5000000
AMD EBS	25-75	35	692	5000000
AMD EBS	25-75	35	681	5000000
AMD EBS	25-75	35	689	5000000
AMD EBS	25-75	35	702	5000000
AMD EBS	25-75	35	679	5000000
AMD EBS	25-75	35	676	5000000
AMD EBS	25-75	35	686	5000000
AMD EBS	25-75	35	704	5000000
AMD EBS	25-75	36	699	5000000
AMD EBS	25-75	36	702	5000000
AMD EBS	25-75	36	705	5000000
AMD EBS	25-75	36	687	5000000
AMD EBS	25-75	36	693	5000000
AMD EBS	25-75	36	703	5000000
AMD EBS	25-75	36	707	5000000
AMD EBS	25-75	36	708	5000000
AMD EBS	25-75	36	701	5000000
AMD EBS	25-75	36	700	5000000
AMD EBS	25-75	37	685	5000000
AMD EBS	25-75	37	706	5000000
AMD EBS	25-75	37	700	5000000
AMD EBS	25-75	37	705	5000000
AMD EBS	25-75	37	698	5000000
AMD EBS	25-75	37	693	5000000
AMD EBS	25-75	37	696	5000000
AMD EBS	25-75	37	708	5000000
AMD EBS	25-75	37	706	5000000
AMD EBS	25-75	37	716	5000000
AMD EBS	25-75	38	706	5000000
AMD EBS	25-75	38	717	5000000
AMD EBS	25-75	38	707	5000000
AMD EBS	25-75	38	707	5000000
AMD EBS	25-75	38	702	5000000
AMD EBS	25-75	38	716	5000000
AMD EBS	25-75	38	710	5000000
AMD EBS	25-75	38	716	5000000
AMD EBS	25-75	38	705	5000000
AMD EBS	25-75	38	695	5000000
AMD EBS	25-75	39	701	5000000
AMD EBS	25-75	39	716	5000000
AMD EBS	25-75	39	710	5000000
AMD EBS	25-75	39	703	5000000
AMD EBS	25-75	39	712	5000000
AMD EBS	25-75	39	714	5000000
AMD EBS	25-75	39	710	5000000
AMD EBS	25-75	39	723	5000000
AMD EBS	25-75	39	712	5000000
AMD EBS	25-75	39	721	5000000
AMD EBS	25-75	40	705	5000000
AMD EBS	25-75	40	721	5000000
AMD EBS	25-75	40	714	5000000
AMD EBS	25-75	40	716	5000000
AMD EBS	25-75	40	713	5000000
AMD EBS	25-75	40	707	5000000
AMD EBS	25-75	40	724	5000000
AMD EBS	25-75	40	722	5000000
AMD EBS	25-75	40	714	5000000
AMD EBS	25-75	40	713	5000000
AMD EBS	25-75	41	724	5000000
AMD EBS	25-75	41	718	5000000
AMD EBS	25-75	41	720	5000000
AMD EBS	25-75	41	719	5000000
AMD EBS	25-75	41	715	5000000
AMD EBS	25-75	41	735	5000000
AMD EBS	25-75	41	726	5000000
AMD EBS	25-75	41	712	5000000
AMD EBS	25-75	41	726	5000000
AMD EBS	25-75	41	715	5000000
AMD EBS	25-75	42	724	5000000
AMD EBS	25-75	42	738	5000000
AMD EBS	25-75	42	717	5000000
AMD EBS	25-75	42	731	5000000
AMD EBS	25-75	42	730	5000000
AMD EBS	25-75	42	731	5000000
AMD EBS	25-75	42	731	5000000
AMD EBS	25-75	42	723	5000000
AMD EBS	25-75	42	721	5000000
AMD EBS	25-75	42	729	5000000
AMD EBS	25-75	43	729	5000000
AMD EBS	25-75	43	726	5000000
AMD EBS	25-75	43	726	5000000
AMD EBS	25-75	43	728	5000000
AMD EBS	25-75	43	736	5000000
AMD EBS	25-75	43	732	5000000
AMD EBS	25-75	43	730	5000000
AMD EBS	25-75	43	734	5000000
AMD EBS	25-75	43	745	5000000
AMD EBS	25-75	43	735	5000000
AMD EBS	25-75	44	734	5000000
AMD EBS	25-75	44	730	5000000
AMD EBS	25-75	44	737	5000000
AMD EBS	25-75	44	732	5000000
AMD EBS	25-75	44	746	5000000
AMD EBS	25-75	44	743	5000000
AMD EBS	25-75	44	747	5000000
AMD EBS	25-75	44	737	5000000
AMD EBS	25-75	44	740	5000000
AMD EBS	25-75	44	747	5000000
AMD EBS	25-75	45	732	5000000
AMD EBS	25-75	45	743	5000000
AMD EBS	25-75	45	728	5000000
AMD EBS	25-75	45	748	5000000
AMD EBS	25-75	45	732	5000000
AMD EBS	25-75	45	742	5000000
AMD EBS	25-75	45	785	5000000
AMD EBS	25-75	45	745	5000000
AMD EBS	25-75	45	732	5000000
AMD EBS	25-75	45	738	5000000
AMD EBS	25-75	46	748	5000000
AMD EBS	25-75	46	745	5000000
AMD EBS	25-75	46	738	5000000
AMD EBS	25-75	46	744	5000000
AMD EBS	25-75	46	754	5000000
AMD EBS	25-75	46	747	5000000
AMD EBS	25-75	46	740	5000000
AMD EBS	25-75	46	802	5000000
AMD EBS	25-75	46	743	5000000
AMD EBS	25-75	46	752	5000000
AMD EBS	25-75	47	749	5000000
AMD EBS	25-75	47	759	5000000
AMD EBS	25-75	47	741	5000000
AMD EBS	25-75	47	745	5000000
AMD EBS	25-75	47	743	5000000
AMD EBS	25-75	47	756	5000000
AMD EBS	25-75	47	750	5000000
AMD EBS	25-75	47	750	5000000
AMD EBS	25-75	47	758	5000000
AMD EBS	25-75	47	800	5000000
AMD EBS	25-75	48	759	5000000
AMD EBS	25-75	48	762	5000000
AMD EBS	25-75	48	760	5000000
AMD EBS	25-75	48	762	5000000
AMD EBS	25-75	48	750	5000000
AMD EBS	25-75	48	762	5000000
AMD EBS	25-75	48	749	5000000
AMD EBS	25-75	48	763	5000000
AMD EBS	25-75	48	755	5000000
AMD EBS	25-75	48	748	5000000
AMD EBS	25-75	49	755	5000000
AMD EBS	25-75	49	764	5000000
AMD EBS	25-75	49	755	5000000
AMD EBS	25-75	49	758	5000000
AMD EBS	25-75	49	760	5000000
AMD EBS	25-75	49	764	5000000
AMD EBS	25-75	49	756	5000000
AMD EBS	25-75	49	764	5000000
AMD EBS	25-75	49	760	5000000
AMD EBS	25-75	49	762	5000000
AMD EBS	25-75	50	774	5000000
AMD EBS	25-75	50	766	5000000
AMD EBS	25-75	50	769	5000000
AMD EBS	25-75	50	764	5000000
AMD EBS	25-75	50	768	5000000
AMD EBS	25-75	50	764	5000000
AMD EBS	25-75	50	766	5000000
AMD EBS	25-75	50	759	5000000
AMD EBS	25-75	50	763	5000000
AMD EBS	25-75	50	763	5000000
AMD EBS	25-75	51	764	5000000
AMD EBS	25-75	51	768	5000000
AMD EBS	25-75	51	774	5000000
AMD EBS	25-75	51	777	5000000
AMD EBS	25-75	51	767	5000000
AMD EBS	25-75	51	766	5000000
AMD EBS	25-75	51	773	5000000
AMD EBS	25-75	51	765	5000000
AMD EBS	25-75	51	791	5000000
AMD EBS	25-75	51	774	5000000
AMD EBS	25-75	52	778	5000000
AMD EBS	25-75	52	776	5000000
AMD EBS	25-75	52	765	5000000
AMD EBS	25-75	52	760	5000000
AMD EBS	25-75	52	765	5000000
AMD EBS	25-75	52	767	5000000
AMD EBS	25-75	52	768	5000000
AMD EBS	25-75	52	768	5000000
AMD EBS	25-75	52	771	5000000
AMD EBS	25-75	52	775	5000000
AMD EBS	25-75	53	769	5000000
AMD EBS	25-75	53	779	5000000
AMD EBS	25-75	53	791	5000000
AMD EBS	25-75	53	778	5000000
AMD EBS	25-75	53	778	5000000
AMD EBS	25-75	53	775	5000000
AMD EBS	25-75	53	775	5000000
AMD EBS	25-75	53	769	5000000
AMD EBS	25-75	53	777	5000000
AMD EBS	25-75	53	774	5000000
AMD EBS	25-75	54	771	5000000
AMD EBS	25-75	54	775	5000000
AMD EBS	25-75	54	782	5000000
AMD EBS	25-75	54	784	5000000
AMD EBS	25-75	54	786	5000000
AMD EBS	25-75	54	770	5000000
AMD EBS	25-75	54	778	5000000
AMD EBS	25-75	54	802	5000000
AMD EBS	25-75	54	778	5000000
AMD EBS	25-75	54	801	5000000
AMD EBS	25-75	55	782	5000000
AMD EBS	25-75	55	781	5000000
AMD EBS	25-75	55	778	5000000
AMD EBS	25-75	55	786	5000000
AMD EBS	25-75	55	793	5000000
AMD EBS	25-75	55	780	5000000
AMD EBS	25-75	55	790	5000000
AMD EBS	25-75	55	782	5000000
AMD EBS	25-75	55	786	5000000
AMD EBS	25-75	55	781	5000000
AMD EBS	25-75	56	792	5000000
AMD EBS	25-75	56	783	5000000
AMD EBS	25-75	56	785	5000000
AMD EBS	25-75	56	784	5000000
AMD EBS	25-75	56	796	5000000
AMD EBS	25-75	56	783	5000000
AMD EBS	25-75	56	785	5000000
AMD EBS	25-75	56	791	5000000
AMD EBS	25-75	56	791	5000000
AMD EBS	25-75	56	790	5000000
AMD EBS	25-75	57	789	5000000
AMD EBS	25-75	57	795	5000000
AMD EBS	25-75	57	791	5000000
AMD EBS	25-75	57	793	5000000
AMD EBS	25-75	57	796	5000000
AMD EBS	25-75	57	788	5000000
AMD EBS	25-75	57	788	5000000
AMD EBS	25-75	57	789	5000000
AMD EBS	25-75	57	784	5000000
AMD EBS	25-75	57	792	5000000
AMD EBS	25-75	58	807	5000000
AMD EBS	25-75	58	800	5000000
AMD EBS	25-75	58	796	5000000
AMD EBS	25-75	58	791	5000000
AMD EBS	25-75	58	793	5000000
AMD EBS	25-75	58	803	5000000
AMD EBS	25-75	58	786	5000000
AMD EBS	25-75	58	796	5000000
AMD EBS	25-75	58	797	5000000
AMD EBS	25-75	58	788	5000000
AMD EBS	25-75	59	791	5000000
AMD EBS	25-75	59	801	5000000
AMD EBS	25-75	59	800	5000000
AMD EBS	25-75	59	804	5000000
AMD EBS	25-75	59	794	5000000
AMD EBS	25-75	59	790	5000000
AMD EBS	25-75	59	806	5000000
AMD EBS	25-75	59	797	5000000
AMD EBS	25-75	59	802	5000000
AMD EBS	25-75	59	801	5000000
AMD EBS	25-75	60	801	5000000
AMD EBS	25-75	60	810	5000000
AMD EBS	25-75	60	799	5000000
AMD EBS	25-75	60	802	5000000
AMD EBS	25-75	60	801	5000000
AMD EBS	25-75	60	796	5000000
AMD EBS	25-75	60	807	5000000
AMD EBS	25-75	60	794	5000000
AMD EBS	25-75	60	802	5000000
AMD EBS	25-75	60	805	5000000
AMD EBS	25-75	61	799	5000000
AMD EBS	25-75	61	808	5000000
AMD EBS	25-75	61	814	5000000
AMD EBS	25-75	61	806	5000000
AMD EBS	25-75	61	809	5000000
AMD EBS	25-75	61	811	5000000
AMD EBS	25-75	61	809	5000000
AMD EBS	25-75	61	811	5000000
AMD EBS	25-75	61	801	5000000
AMD EBS	25-75	61	803	5000000
AMD EBS	25-75	62	807	5000000
AMD EBS	25-75	62	805	5000000
AMD EBS	25-75	62	806	5000000
AMD EBS	25-75	62	806	5000000
AMD EBS	25-75	62	804	5000000
AMD EBS	25-75	62	812	5000000
AMD EBS	25-75	62	805	5000000
AMD EBS	25-75	62	809	5000000
AMD EBS	25-75	62	812	5000000
AMD EBS	25-75	62	805	5000000
AMD EBS	25-75	63	810	5000000
AMD EBS	25-75	63	804	5000000
AMD EBS	25-75	63	810	5000000
AMD EBS	25-75	63	806	5000000
AMD EBS	25-75	63	804	5000000
AMD EBS	25-75	63	806	5000000
AMD EBS	25-75	63	811	5000000
AMD EBS	25-75	63	816	5000000
AMD EBS	25-75	63	809	5000000
AMD EBS	25-75	63	806	5000000
AMD EBS	25-75	64	816	5000000
AMD EBS	25-75	64	807	5000000
AMD EBS	25-75	64	811	5000000
AMD EBS	25-75	64	809	5000000
AMD EBS	25-75	64	807	5000000
AMD EBS	25-75	64	806	5000000
AMD EBS	25-75	64	817	5000000
AMD EBS	25-75	64	820	5000000
AMD EBS	25-75	64	808	5000000
AMD EBS	25-75	64	807	5000000
AMD EBS	75-25	1	542	5000000
AMD EBS	75-25	1	530	5000000
AMD EBS	75-25	1	531	5000000
AMD EBS	75-25	1	534	5000000
AMD EBS	75-25	1	529	5000000
AMD EBS	75-25	1	529	5000000
AMD EBS	75-25	1	524	5000000
AMD EBS	75-25	1	524	5000000
AMD EBS	75-25	1	533	5000000
AMD EBS	75-25	1	534	5000000
AMD EBS	75-25	2	530	5000000
AMD EBS	75-25	2	533	5000000
AMD EBS	75-25	2	528	5000000
AMD EBS	75-25	2	528	5000000
AMD EBS	75-25	2	529	5000000
AMD EBS	75-25	2	527	5000000
AMD EBS	75-25	2	526	5000000
AMD EBS	75-25	2	531	5000000
AMD EBS	75-25	2	533	5000000
AMD EBS	75-25	2	529	5000000
AMD EBS	75-25	3	529	5000000
AMD EBS	75-25	3	530	5000000
AMD EBS	75-25	3	530	5000000
AMD EBS	75-25	3	529	5000000
AMD EBS	75-25	3	530	5000000
AMD EBS	75-25	3	528	5000000
AMD EBS	75-25	3	531	5000000
AMD EBS	75-25	3	528	5000000
AMD EBS	75-25	3	530	5000000
AMD EBS	75-25	3	528	5000000
AMD EBS	75-25	4	534	5000000
AMD EBS	75-25	4	533	5000000
AMD EBS	75-25	4	531	5000000
AMD EBS	75-25	4	531	5000000
AMD EBS	75-25	4	533	5000000
AMD EBS	75-25	4	535	5000000
AMD EBS	75-25	4	532	5000000
AMD EBS	75-25	4	528	5000000
AMD EBS	75-25	4	537	5000000
AMD EBS	75-25	4	531	5000000
AMD EBS	75-25	5	533	5000000
AMD EBS	75-25	5	542	5000000
AMD EBS	75-25	5	534	5000000
AMD EBS	75-25	5	534	5000000
AMD EBS	75-25	5	543	5000000
AMD EBS	75-25	5	536	5000000
AMD EBS	75-25	5	534	5000000
AMD EBS	75-25	5	532	5000000
AMD EBS	75-25	5	535	5000000
AMD EBS	75-25	5	536	5000000
AMD EBS	75-25	6	561	5000000
AMD EBS	75-25	6	596	5000000
AMD EBS	75-25	6	615	5000000
AMD EBS	75-25	6	558	5000000
AMD EBS	75-25	6	576	5000000
AMD EBS	75-25	6	545	5000000
AMD EBS	75-25	6	577	5000000
AMD EBS	75-25	6	543	5000000
AMD EBS	75-25	6	565	5000000
AMD EBS	75-25	6	557	5000000
AMD EBS	75-25	7	577	5000000
AMD EBS	75-25	7	606	5000000
AMD EBS	75-25	7	609	5000000
AMD EBS	75-25	7	574	5000000
AMD EBS	75-25	7	610	5000000
AMD EBS	75-25	7	608	5000000
AMD EBS	75-25	7	602	5000000
AMD EBS	75-25	7	638	5000000
AMD EBS	75-25	7	619	5000000
AMD EBS	75-25	7	628	5000000
AMD EBS	75-25	8	594	5000000
AMD EBS	75-25	8	593	5000000
AMD EBS	75-25	8	625	5000000
AMD EBS	75-25	8	620	5000000
AMD EBS	75-25	8	649	5000000
AMD EBS	75-25	8	628	5000000
AMD EBS	75-25	8	612	5000000
AMD EBS	75-25	8	628	5000000
AMD EBS	75-25	8	634	5000000
AMD EBS	75-25	8	606	5000000
AMD EBS	75-25	9	637	5000000
AMD EBS	75-25	9	595	5000000
AMD EBS	75-25	9	608	5000000
AMD EBS	75-25	9	604	5000000
AMD EBS	75-25	9	605	5000000
AMD EBS	75-25	9	606	5000000
AMD EBS	75-25	9	656	5000000
AMD EBS	75-25	9	646	5000000
AMD EBS	75-25	9	643	5000000
AMD EBS	75-25	9	637	5000000
AMD EBS	75-25	10	645	5000000
AMD EBS	75-25	10	659	5000000
AMD EBS	75-25	10	654	5000000
AMD EBS	75-25	10	660	5000000
AMD EBS	75-25	10	631	5000000
AMD EBS	75-25	10	659	5000000
AMD EBS	75-25	10	644	5000000
AMD EBS	75-25	10	632	5000000
AMD EBS	75-25	10	642	5000000
AMD EBS	75-25	10	630	5000000
AMD EBS	75-25	11	638	5000000
AMD EBS	75-25	11	647	5000000
AMD EBS	75-25	11	664	5000000
AMD EBS	75-25	11	653	5000000
AMD EBS	75-25	11	667	5000000
AMD EBS	75-25	11	670	5000000
AMD EBS	75-25	11	637	5000000
AMD EBS	75-25	11	624	5000000
AMD EBS	75-25	11	664	5000000
AMD EBS	75-25	11	643	5000000
AMD EBS	75-25	12	662	5000000
AMD EBS	75-25	12	684	5000000
AMD EBS	75-25	12	662	5000000
AMD EBS	75-25	12	637	5000000
AMD EBS	75-25	12	675	5000000
AMD EBS	75-25	12	687	5000000
AMD EBS	75-25	12	688	5000000
AMD EBS	75-25	12	685	5000000
AMD EBS	75-25	12	670	5000000
AMD EBS	75-25	12	682	5000000
AMD EBS	75-25	13	645	5000000
AMD EBS	75-25	13	689	5000000
AMD EBS	75-25	13	695	5000000
AMD EBS	75-25	13	691	5000000
AMD EBS	75-25	13	689	5000000
AMD EBS	75-25	13	683	5000000
AMD EBS	75-25	13	688	5000000
AMD EBS	75-25	13	695	5000000
AMD EBS	75-25	13	692	5000000
AMD EBS	75-25	13	678	5000000
AMD EBS	75-25	14	700	5000000
AMD EBS	75-25	14	708	5000000
AMD EBS	75-25	14	704	5000000
AMD EBS	75-25	14	700	5000000
AMD EBS	75-25	14	705	5000000
AMD EBS	75-25	14	695	5000000
AMD EBS	75-25	14	713	5000000
AMD EBS	75-25	14	697	5000000
AMD EBS	75-25	14	703	5000000
AMD EBS	75-25	14	706	5000000
AMD EBS	75-25	15	708	5000000
AMD EBS	75-25	15	717	5000000
AMD EBS	75-25	15	721	5000000
AMD EBS	75-25	15	715	5000000
AMD EBS	75-25	15	712	5000000
AMD EBS	75-25	15	712	5000000
AMD EBS	75-25	15	714	5000000
AMD EBS	75-25	15	718	5000000
AMD EBS	75-25	15	720	5000000
AMD EBS	75-25	15	706	5000000
AMD EBS	75-25	16	724	5000000
AMD EBS	75-25	16	724	5000000
AMD EBS	75-25	16	719	5000000
AMD EBS	75-25	16	728	5000000
AMD EBS	75-25	16	719	5000000
AMD EBS	75-25	16	719	5000000
AMD EBS	75-25	16	726	5000000
AMD EBS	75-25	16	731	5000000
AMD EBS	75-25	16	730	5000000
AMD EBS	75-25	16	724	5000000
AMD EBS	75-25	17	732	5000000
AMD EBS	75-25	17	727	5000000
AMD EBS	75-25	17	727	5000000
AMD EBS	75-25	17	730	5000000
AMD EBS	75-25	17	730	5000000
AMD EBS	75-25	17	728	5000000
AMD EBS	75-25	17	726	5000000
AMD EBS	75-25	17	716	5000000
AMD EBS	75-25	17	722	5000000
AMD EBS	75-25	17	725	5000000
AMD EBS	75-25	18	724	5000000
AMD EBS	75-25	18	723	5000000
AMD EBS	75-25	18	723	5000000
AMD EBS	75-25	18	726	5000000
AMD EBS	75-25	18	725	5000000
AMD EBS	75-25	18	735	5000000
AMD EBS	75-25	18	727	5000000
AMD EBS	75-25	18	724	5000000
AMD EBS	75-25	18	723	5000000
AMD EBS	75-25	18	724	5000000
AMD EBS	75-25	19	731	5000000
AMD EBS	75-25	19	724	5000000
AMD EBS	75-25	19	762	5000000
AMD EBS	75-25	19	713	5000000
AMD EBS	75-25	19	725	5000000
AMD EBS	75-25	19	737	5000000
AMD EBS	75-25	19	723	5000000
AMD EBS	75-25	19	721	5000000
AMD EBS	75-25	19	726	5000000
AMD EBS	75-25	19	726	5000000
